Arc lobby,38.54267,-121.75914
Library NorthWest corner,38.53998,-121.74983
Hart,38.54071,-121.7508
Art,38.53921,-121.74852
The Grove surge III,38.53893,-1.22E+02
Academic Surge Northwest corner,38.5357,-121.75383
Kemper Northwest Corner,38.53736,-121.75573
Segundo Northwest corner,38.54441,-121.75883
Veihmeyer Northwest Corner,38.54293,-121.75272
South Silo Northeast corner,38.53928,-121.75227
