924.000000001681,386.000000000702
923.908156386196,385.954401194559
923.826604824644,385.913107426822
923.761327351536,385.878622708301
923.716894069545,385.852861152067
923.696171892127,385.837025315871
923.700144094544,385.831530838732
923.727849150655,385.835980911327
923.776441799024,385.849191807899
923.841373394455,385.869268247944
923.916683067361,385.893725044319
923.825467319274,385.848664532987
923.744646849074,385.808002609518
923.680198736563,385.77424127804
923.636687730658,385.749292457734
923.616975124995,385.734356373025
923.622038446506,385.729846240635
923.650910430374,385.735362791811
923.700740220771,385.749719856057
923.76697384958,385.771019773225
923.84364551162,385.796775089173
923.753831994272,385.753077637484
923.674466566802,385.713850340234
923.611524312578,385.681594214739
923.569568503325,385.658220371177
923.551459409369,385.644928369285
923.558173908658,385.642130867219
923.588744371773,385.649428102889
923.640319766401,385.665633436123
923.708346037566,385.688848720504
923.786857286272,385.716585961965
923.698937167062,385.674935933046
923.621510708463,385.637821020691
923.560551856602,385.607741467381
923.5206225549,385.586607502854
923.504581544504,385.575617686044
923.513403973301,385.575183544339
923.5461202904,385.584904051055
923.599877368902,385.603591169818
923.670118912314,385.629345234874
923.750876666005,385.659676624228
923.665224284719,385.620666890572
923.590092338539,385.586244451156
923.531452964393,385.558908406966
923.493866292932,385.540567809828
923.480189243885,385.532419987736
923.491395129293,385.534875169104
923.526512542102,385.547530948008
923.582686473517,385.569197820169
923.6553587151,385.597974559544
923.738559067507,385.631369893111
923.6553587151,385.595457327438
923.582686473517,385.564169905484
923.526512542101,385.540005466746
923.491395129293,385.524871764673
923.480189243885,385.519964771668
923.493866292932,385.525693285329
923.531452964393,385.541653379338
923.590092338539,385.56665392998
923.665224284719,385.598791989138
923.750876666005,385.635574462076
923.670118912314,385.603065014619
923.599877368902,385.575202845744
923.5461202904,385.554484495154
923.513403973301,385.542816375902
923.504581544504,385.541393055376
923.5206225549,385.55062184074
923.560551856602,385.57009721384
923.621510708463,385.598626347855
923.698937167062,385.63430447762
923.786857286272,385.674636582604
923.708676306538,385.645770773767
923.640954440063,385.621550496461
923.589630714481,385.604463206173
923.559235698012,385.596407170496
923.552602049691,385.598570226174
923.57068562517,385.611354774291
923.612505530572,385.634352535532
923.675205993787,385.666370277599
923.754237048902,385.705505269992
923.84364551162,385.749266912713
923.765754762668,385.723480228049
923.698361327298,385.702353192906
923.647534207221,385.688409743328
923.617924556087,385.683581868954
923.612467730304,385.68908590921
